시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202210,4,"35,000",10,2005,경강로2539번길 22,20221005,직거래,-
강원도 강릉시 교동,1983,1983,0,강릉교동롯데캐슬2단지,84.9855,202210,17,"49,900",11,2009,화부산로111번길 24,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202210,6,"37,400",9,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1429-1,1429,1,민락,54.81,202210,5,"12,000",4,1985,하슬라로10번길 7,,중개거래,강원 강릉시
강원도 강릉시 교동,1773,1773,0,부영1,49.92,202210,9,"18,000",11,1999,정원로 53-4,,중개거래,강원 강릉시
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202210,11,"28,500",7,2001,하슬라로 124,,중개거래,강원 강릉시
강원도 강릉시 교동,1762,1762,0,부영5,84.93,202210,21,"39,000",14,2001,교동광장로 163,,중개거래,강원 강릉시
강원도 강릉시 교동,Mar-37,37,3,예성그린1,33.9,202210,26,"9,000",4,1995,가작로252번길 22,,중개거래,강원 강릉시
강원도 강릉시 교동,780,780,0,제일,65.495,202210,13,"7,400",2,1981,화부산로117번길 7,,직거래,-
강원도 강릉시 교동,1759,1759,0,현대하이빌,99.96,202210,7,"42,500",7,1999,원대로128번길 14,,중개거래,강원 강릉시
강원도 강릉시 내곡동,476,476,0,내곡한라,84.95,202210,17,"29,200",13,1997,강변로 114,,중개거래,강원 강릉시
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202210,30,"18,600",7,1997,강변로 114,,중개거래,강원 강릉시
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,202210,25,"12,200",13,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,390,390,0,노암한라,105.858,202210,11,"26,500",1,1994,노암길42번길 28,,중개거래,강원 강릉시
강원도 강릉시 노암동,390,390,0,노암한라,59.976,202210,21,"14,200",11,1994,노암길42번길 28,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,44.64,202210,6,"14,900",8,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,44.64,202210,12,"12,000",7,1998,강변로 270,,직거래,-
강원도 강릉시 송정동,940,940,0,삼우은성,72.86,202210,6,"18,800",2,1992,남강초교1길 55,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202210,29,"45,000",16,2019,경강로 2511,,직거래,-
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202210,29,"45,000",16,2019,경강로 2511,,직거래,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202210,17,"7,000",9,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202210,20,"6,900",8,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,202210,13,"15,000",11,2005,영진3길 38,,직거래,-
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202210,11,"19,500",1,2005,영진3길 43,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202210,7,"13,600",7,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202210,15,"12,900",5,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202210,24,"14,700",13,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 옥천동,126-12,126,12,금잔디,54.09,202210,13,"4,900",3,1980,수문길21번길 26,,직거래,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202210,13,"49,000",20,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202210,19,"47,000",14,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,74.71,202210,14,"25,750",4,2014,입암로29번길 11,,직거래,-
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,202210,17,"50,000",7,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,202210,26,"41,000",13,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,650-3,650,3,강변,54.93,202210,17,"10,000",4,1984,강중길 13,,중개거래,강원 강릉시
강원도 강릉시 입암동,Jan-92,92,1,녹원,59.94,202210,17,"13,000",5,1992,월대산로 57,,중개거래,강원 강릉시
강원도 강릉시 입암동,499-64,499,64,대목(A단지),49.86,202210,25,"6,750",5,1987,용지로 48,,직거래,-
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202210,5,"35,000",9,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202210,27,"15,500",8,1996,성덕포남로 89,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202210,15,"13,500",11,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202210,5,"14,500",13,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202210,5,"19,500",13,1998,용지로 19,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202210,13,"7,700",2,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202210,14,"6,500",11,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202210,14,"6,500",2,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202210,30,"7,000",8,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202210,4,"11,900",4,2000,연주로 241-7,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202210,29,"13,000",15,2000,연주로 241-7,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,63.18,202210,21,"15,500",10,1991,웃사다리4길 20,,직거래,-
강원도 강릉시 주문진읍 교항리,Mar-67,67,3,동명,36.4,202210,15,"4,200",2,1995,학교1길 9,20221017,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),84.8819,202210,4,"20,000",1,2015,매맥이윗길 15,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202210,11,"7,900",1,1999,보리골길 26,20221018,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202210,11,"7,900",1,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202210,12,"10,100",5,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202210,12,"9,500",7,1999,보리골길 26,,직거래,-
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202210,26,"8,000",8,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1269,1269,0,주문진벽산블루밍오션힐스,84.8788,202210,17,"22,000",4,2021,장성로 25,,직거래,-
강원도 강릉시 주문진읍 주문리,842,842,0,우일해변,81.6525,202210,11,"17,800",8,1991,소돌안길 32-6,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202210,3,"9,400",7,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202210,5,"10,500",6,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202210,25,"8,600",3,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202210,11,"11,100",4,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),35.7,202210,7,"7,500",2,1988,초당원길 21,,중개거래,강원 강릉시
강원도 강릉시 포남동,1278-182,1278,182,강릉2,55.857,202210,25,"10,300",3,1987,성덕포남로146번길 26,,중개거래,강원 강릉시
강원도 강릉시 포남동,1108,1108,0,강릉5,59.8,202210,31,"10,400",1,1988,강릉대로359번길 11-8,,직거래,-
강원도 강릉시 포남동,1150-3,1150,3,강부3,59.677,202210,25,"9,000",5,1989,남구길10번길 35,,중개거래,강원 강릉시
강원도 강릉시 포남동,1108-1,1108,1,고려3,120.08,202210,11,"25,000",3,1991,강릉대로359번길 11-4,,중개거래,서울 강남구
강원도 강릉시 포남동,422-3,422,3,대인4,19.99,202210,7,"5,600",5,1995,강릉대로469번길 14,,중개거래,강원 강릉시
강원도 강릉시 포남동,1097,1097,0,미라보,71.98,202210,5,"10,000",5,1991,명륜로 124,,직거래,-
강원도 강릉시 포남동,1064,1064,0,삼호임대,49.95,202210,8,"9,500",5,1988,강릉대로457번길 38,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202210,17,"21,100",2,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1092,1092,0,정아아트,84.96,202210,4,"17,000",1,1991,명륜로121번길 20,20221122,중개거래,강원 강릉시
강원도 강릉시 포남동,1092,1092,0,정아아트,84.96,202210,4,"17,000",1,1991,명륜로121번길 20,,중개거래,강원 강릉시
강원도 강릉시 포남동,1005-246,1005,246,조성빌라,73.47,202210,18,"11,800",4,1986,성덕포남로153번길 17,,중개거래,강원 강릉시
강원도 강릉시 포남동,1005-246,1005,246,조성빌라,82.71,202210,27,"8,000",5,1986,성덕포남로153번길 17,,중개거래,강원 강릉시
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,202210,13,"14,000",2,1981,보래미상길 65,,중개거래,강원 강릉시
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.69,202210,18,"13,000",2,1989,산양큰길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,202210,25,"10,400",4,1989,산양큰길 37,20221116,중개거래,강원 강릉시
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,202210,25,"10,400",4,1989,산양큰길 37,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,202210,13,"46,000",4,2007,토성로 39,,중개거래,강원 강릉시
강원도 강릉시 홍제동,122,122,0,우산,50.445,202210,27,"13,700",8,1997,토성로 51,,중개거래,강원 강릉시
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,105.715,202210,4,"43,000",5,2005,홍제로71번길 1,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,84.9925,202210,15,"40,000",17,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,202210,23,"6,500",5,1998,수성로 126-5,,중개거래,강원 속초시
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,84.92,202210,11,"15,900",14,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202210,12,"12,000",10,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202210,17,"13,000",7,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,183,183,0,동해1,59.29,202210,26,"7,850",5,1989,간성로39번길 23,,중개거래,강원 고성군
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,202210,5,"33,000",10,2006,해오름해변길 70,,중개거래,서울 서초구
강원도 고성군 토성면 봉포리,381,381,0,봉포스위트엠오션파크,80.3048,202210,5,"27,000",3,2020,광포1길 7,,중개거래,강원 고성군
강원도 동해시 구미동,521,521,0,현진,52.06,202210,15,"5,000",15,1995,구미4길 1,,중개거래,강원 동해시
강원도 동해시 구미동,521,521,0,현진,50.86,202210,22,"6,700",12,1995,구미4길 1,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",45,202210,6,"6,400",14,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",59.97,202210,11,"8,800",20,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,202210,24,"12,100",2,1995,청운1길 29,,직거래,-
강원도 동해시 동회동,442,442,0,"대동1,2차",59.3575,202210,27,"8,200",10,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202210,4,"8,700",4,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,84.5525,202210,15,"14,500",7,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,59.911,202210,18,"19,900",13,2018,효자남길 33-20,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대5차,134.783,202210,5,"19,800",1,1999,청운1길 29,,중개거래,강원 동해시
강원도 동해시 발한동,233-67,233,67,강경,46.54,202210,16,"3,000",5,1991,지리골길 36,,직거래,-
강원도 동해시 발한동,599-5,599,5,경민2차,64.3,202210,11,"5,000",3,1991,수원지2길 12-4,,중개거래,강원 동해시
강원도 동해시 발한동,802,802,0,동해KD아람채,70.8766,202210,7,"26,700",14,2019,지리골길 33,,중개거래,강원 동해시
강원도 동해시 발한동,219-5,219,5,동해프라자,64.2,202210,15,"8,300",15,1988,발한로 176,,직거래,-
강원도 동해시 발한동,516-1,516,1,삼화,50.85,202210,11,"5,550",2,1991,동호3길 47,,중개거래,강원 동해시
강원도 동해시 발한동,125-2,125,2,성남,51.75,202210,11,"3,500",2,1986,붉은언덕길 6,,직거래,-
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202210,13,"3,400",1,1985,수원지2길 19,,직거래,-
강원도 동해시 발한동,599-31,599,31,유성,24.84,202210,14,"1,650",2,1989,수원지2길 24,,직거래,-
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,202210,4,"25,000",14,2018,지리골길 31,,중개거래,강원 동해시
강원도 동해시 부곡동,09월 02일,9,2,동성,58.66,202210,4,"2,500",3,1987,부곡4길 26,,직거래,-
강원도 동해시 부곡동,112,112,0,삼정(다라),53.1,202210,12,"3,900",5,1986,부곡3길 22,,직거래,-
강원도 동해시 부곡동,112,112,0,삼정(다라),32.1,202210,31,"2,200",4,1986,부곡3길 22,,직거래,-
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,58.83,202210,16,"5,400",5,1991,부곡4길 10,,중개거래,강원 동해시
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,58.83,202210,21,"5,800",5,1991,부곡4길 10,,중개거래,강원 동해시
강원도 동해시 부곡동,111-1,111,1,유존,35.045,202210,17,"3,700",9,1995,부곡2길 26,,직거래,-
강원도 동해시 북평동,125,125,0,유화맨션,76.0975,202210,18,"6,900",5,1990,전천로 293,,직거래,-
강원도 동해시 쇄운동,173-6,173,6,보배,59.79,202210,14,"4,900",12,1997,효자로 600-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,173-6,173,6,보배,54.21,202210,25,"4,600",14,1997,효자로 600-1,,직거래,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202210,11,"9,600",7,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202210,17,"5,700",4,2012,효자로 572-1,20221026,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202210,21,"6,300",8,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202210,22,"5,500",3,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202210,26,"6,350",4,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202210,29,"5,700",4,2012,효자로 572-1,20221102,중개거래,강원 동해시
강원도 동해시 이도동,302-6,302,6,강변,49.275,202210,4,"4,550",1,1996,전천로 175-24,,중개거래,강원 동해시
강원도 동해시 이도동,751,751,0,동해아이파크,59.95,202210,5,"22,400",17,2018,배골길 32-4,,중개거래,강원 동해시
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202210,21,"5,700",2,1999,이원길 180-2,,직거래,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202210,30,"6,500",7,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202210,19,"9,600",4,1999,이원길 180-2,,직거래,-
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202210,21,"9,750",11,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,172,172,0,현대,84.99,202210,29,"13,900",3,1996,이원길 180,,중개거래,강원 동해시
강원도 동해시 천곡동,Feb-91,91,2,롯데,84.81,202210,19,"13,178",2,1996,감추7길 22-11,,직거래,-
강원도 동해시 천곡동,1077,1077,0,삼성,84.99,202210,6,"18,100",1,1991,대학로 31,,중개거래,강원 동해시
강원도 동해시 천곡동,1060-2,1060,2,센트로빌,59.9587,202210,25,"12,600",2,2003,한섬로 73,,중개거래,강원 동해시
강원도 동해시 천곡동,1004-1,1004,1,시영3차,49.94,202210,5,"6,000",5,1994,동굴로 20,,직거래,-
강원도 동해시 천곡동,942,942,0,쌍용,83.7,202210,31,"22,000",16,2000,동굴로 149,,중개거래,강원 동해시
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202210,6,"9,000",14,1996,천곡1길 3,,중개거래,강원 동해시
강원도 동해시 천곡동,1111,1111,0,천곡금호어울림라포레,77.8602,202210,11,"31,000",10,2020,항골길 65,,직거래,-
강원도 동해시 천곡동,1111,1111,0,천곡금호어울림라포레,64.7915,202210,29,"24,300",23,2020,항골길 65,,중개거래,강원 동해시
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,43.97,202210,20,"5,000",5,1983,천곡로 20,,직거래,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,46.98,202210,7,"8,400",4,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202210,20,"7,750",3,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202210,22,"7,100",1,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,47.01,202210,25,"8,000",4,1989,샘실1길 5,,직거래,-
강원도 동해시 천곡동,794,794,0,한양2차,49.81,202210,31,"8,000",9,1991,천곡로 15,,중개거래,강원 동해시
강원도 동해시 천곡동,1010-1,1010,1,혜원빌라,84.74,202210,10,"12,000",3,1995,동굴3길 4,,중개거래,강원 동해시
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9514,202210,22,"17,000",5,2010,평원로 115,,중개거래,강원 동해시
강원도 동해시 평릉동,293,293,0,푸르지오,84.901,202210,4,"27,500",13,2006,평릉1길 39,,중개거래,강원 동해시
강원도 삼척시 교동,788,788,0,교동지웰,59.8194,202210,19,"18,200",10,2018,동해대로 4183,,중개거래,강원 삼척시
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202210,13,"9,750",10,2003,정상로 81,,중개거래,강원 삼척시
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202210,21,"9,500",9,2003,정상로 81,,직거래,-
강원도 삼척시 교동,733-1,733,1,교동코아루,60,202210,6,"9,500",9,2005,교동로 133,,중개거래,강원 삼척시
강원도 삼척시 교동,733-1,733,1,교동코아루,60,202210,26,"9,400",3,2005,교동로 133,,중개거래,강원 삼척시
강원도 삼척시 교동,501-5,501,5,동부,59.83,202210,6,"7,500",1,1996,동해대로 4273,,직거래,-
강원도 삼척시 교동,501-5,501,5,동부,84.915,202210,13,"13,700",3,1996,동해대로 4273,,중개거래,강원 삼척시
강원도 삼척시 교동,501-5,501,5,동부,117.31,202210,21,"17,500",15,1996,동해대로 4273,,직거래,-
강원도 삼척시 교동,745-1,745,1,신동아,59.895,202210,6,"10,800",14,1998,정상로 90,,중개거래,강원 삼척시
강원도 삼척시 교동,745-1,745,1,신동아,59.895,202210,8,"12,000",11,1998,정상로 90,,중개거래,강원 동해시
강원도 삼척시 근덕면 교가리,361-4,361,4,동산,59.79,202210,6,"7,300",3,1992,교가길 38,,직거래,-
강원도 삼척시 근덕면 교가리,378-1,378,1,행남,40.31,202210,13,"3,000",6,1995,교가2길 19,,직거래,-
강원도 삼척시 근덕면 교가리,378-1,378,1,행남,40.31,202210,26,"2,400",1,1995,교가2길 19,,중개거래,강원 삼척시
강원도 삼척시 남양동,348-3,348,3,백조임대(348-3),35.7,202210,6,"3,400",1,1988,남양길 63-24,,중개거래,강원 삼척시
강원도 삼척시 남양동,06월 05일,6,5,부성빌라,75.045,202210,15,"7,900",5,1994,사대3길 17,,중개거래,강원 삼척시
강원도 삼척시 원당동,122-3,122,3,원당현대,84.937,202210,5,"13,900",16,1998,오십천로 301-30,,직거래,-
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,202210,10,"6,800",12,1995,동해대로 4122-20,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-3,457,3,석미,39.87,202210,6,"5,550",6,1998,청석로 78,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202210,6,"8,200",13,1998,청석로 78,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202210,12,"8,400",15,1998,청석로 78,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202210,13,"7,700",10,1998,청석로 78,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202210,13,"8,600",10,1998,청석로 78,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-3,457,3,석미,39.87,202210,20,"5,600",8,1998,청석로 78,,중개거래,강원 삼척시
강원도 삼척시 정상동,247-1,247,1,신패밀리타운,84.82,202210,13,"11,400",5,2005,오십천로 553,,직거래,-
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202210,8,"6,500",1,1999,동해대로 4044-13,,중개거래,강원 삼척시
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202210,24,"5,200",2,1999,동해대로 4044-13,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202210,12,"9,300",12,2002,청석로 64,,중개거래,강원 삼척시
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202210,18,"8,900",4,2002,청석로 64,,중개거래,강원 삼척시
강원도 삼척시 정상동,473,473,0,현진에버빌,64.564,202210,6,"17,450",5,2005,정상로 35,,중개거래,강원 삼척시
강원도 삼척시 정상동,473,473,0,현진에버빌,80.429,202210,26,"23,300",12,2005,정상로 35,,중개거래,강원 삼척시
강원도 속초시 교동,1029,1029,0,남광하우스토리,35.3544,202210,19,"15,000",15,2011,동해대로 4284,,중개거래,강원 속초시
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202210,25,"21,500",2,2011,동해대로 4284,,중개거래,강원 속초시
강원도 속초시 교동,783,783,0,대명늘푸른,39.8354,202210,8,"9,900",2,2000,미시령로3337번길 10,20221124,중개거래,강원 속초시
강원도 속초시 교동,783,783,0,대명늘푸른,39.8354,202210,10,"10,000",2,2000,미시령로3337번길 10,,중개거래,강원 속초시
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202210,18,"15,450",8,2000,미시령로3337번길 7,,중개거래,강원 속초시
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202210,19,"16,500",10,2000,미시령로3337번길 7,,중개거래,강원 속초시
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202210,22,"16,400",11,2000,미시령로3337번길 7,,중개거래,강원 속초시
강원도 속초시 교동,781-1,781,1,동부,60,202210,15,"14,250",1,1997,미시령로3359번길 15,,중개거래,강원 속초시
강원도 속초시 교동,781-1,781,1,동부,84.96,202210,18,"20,800",15,1997,미시령로3359번길 15,,중개거래,강원 속초시
강원도 속초시 교동,781-1,781,1,동부,60,202210,24,"15,500",1,1997,미시령로3359번길 15,,중개거래,강원 속초시
강원도 속초시 교동,767-224,767,224,럭키설악1,59.18,202210,18,"13,200",3,1991,만천4길 1,,중개거래,강원 속초시
강원도 속초시 교동,770-7,770,7,로얄1,59.31,202210,26,"10,000",1,1986,만천5길 3-40,,중개거래,강원 속초시
강원도 속초시 교동,800-68,800,68,로얄2,36.63,202210,7,"7,500",2,1987,만리공원길 16,,중개거래,강원 속초시
강원도 속초시 교동,800-68,800,68,로얄2,36.63,202210,27,"9,650",2,1987,만리공원길 16,,중개거래,강원 속초시
강원도 속초시 교동,767-36,767,36,로얄골든,58.86,202210,6,"5,500",2,1989,만천4길 27,,중개거래,강원 속초시
강원도 속초시 교동,904-6,904,6,로얄나하나1차,59.97,202210,6,"13,500",9,1993,만천1길 43,,중개거래,강원 속초시
강원도 속초시 교동,904-6,904,6,로얄나하나1차,59.97,202210,18,"10,900",10,1993,만천1길 43,,중개거래,강원 속초시
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,202210,19,"27,000",2,2006,미시령로3337번길 20,,중개거래,강원 속초시
강원도 속초시 교동,924,924,0,삼호,39.906,202210,31,"6,600",2,1995,밤골3길 27,,중개거래,강원 속초시
강원도 속초시 교동,923,923,0,삼환,54.58,202210,15,"12,600",9,1994,밤골3길 39,,중개거래,강원 속초시
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,202210,15,"29,500",13,2005,수복로 12,,중개거래,강원 속초시
강원도 속초시 교동,898,898,0,주공2,39.3,202210,11,"14,800",2,1990,번영로43번길 52,,중개거래,강원 속초시
강원도 속초시 교동,898,898,0,주공2,39.69,202210,17,"15,000",2,1990,번영로43번길 52,,중개거래,강원 속초시
강원도 속초시 교동,961,961,0,청초대우,84.999,202210,11,"24,800",12,1998,동해대로 4271,,중개거래,강원 속초시
강원도 속초시 교동,781-6,781,6,현대2,73.32,202210,13,"15,500",1,1992,미시령로3359번길 4,,중개거래,강원 속초시
강원도 속초시 교동,782,782,0,현대3,59.852,202210,25,"17,500",12,1998,미시령로3359번길 5,,중개거래,강원 속초시
강원도 속초시 교동,620,620,0,협성,28.07,202210,24,"5,000",4,1997,미시령로3359번길 42,,직거래,-
강원도 속초시 금호동,629,629,0,보람레이크더하임,156.76,202210,18,"53,300",1,2008,영랑호반길 115-13,,직거래,-
강원도 속초시 금호동,622-66,622,66,서울대명2,59.4,202210,6,"16,300",8,1993,미시령로 3429,,중개거래,강원 속초시
강원도 속초시 금호동,622-66,622,66,서울대명2,59.4,202210,6,"16,300",8,1993,미시령로 3429,20221020,중개거래,강원 속초시
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,202210,7,"32,500",5,2006,미시령로 3439,,중개거래,강원 속초시
